sentence,label,label_idx
Do you need a social security number to get a COVID-19 vaccine?,Is Social Security number a necessity for COVID-19 immunization?,105
Do you need a social security number to get a COVID-19 vaccine?,Do they ask for a Social Security number at vaccination centers?,105
Do you need a social security number to get a COVID-19 vaccine?,Would inability to show a Social Security card hinder my opportunity to get vaccinated?,105
Do you need a social security number to get a COVID-19 vaccine?,Is COVID-19 vaccination entirely dependent on Social Security number?,105
Do you need a social security number to get a COVID-19 vaccine?,Does the vaccine requirement include possession of a Social Security number?,105
Do you need a social security number to get a COVID-19 vaccine?,"I don’t have a Social Security Number, can I still get my vaccine shot?",105
Do you need a social security number to get a COVID-19 vaccine?,Does my COVID-19 vaccination link to my Social Security number?,105
How much will I have to pay for the vaccine,What price tag does the Covid-19 immunization come with?,11
How much will I have to pay for the vaccine,Is the vaccine going to make a dent in my paycheck?,11
How much will I have to pay for the vaccine,"If I'm cash-strapped, can I still get the vaccine without charge?",11
How much will I have to pay for the vaccine,Would there be any financial constraints in obtaining the vaccine?,11
How much will I have to pay for the vaccine,What's the economic burden of the COVID-19 vaccine?,11
How much will I have to pay for the vaccine,"Being on a tight budget, can I afford the vaccine?",11
How much will I have to pay for the vaccine,What will be the financial toll for the COVID vaccine on me?,11
How much will I have to pay for the vaccine,What kind of financial commitment am I looking at for the COVID-19 vaccine?,11
How much will I have to pay for the vaccine,Will the vaccine drain my bank account?,11
How much will I have to pay for the vaccine,"What's the dollar amount I'd need for the vaccine, if any?",11
How much will I have to pay for the vaccine,Can the vaccine be accessed even when funds are low?,11
How much will I have to pay for the vaccine,Are the COVID-19 vaccines financially feasible for everyone?,11
How much will I have to pay for the vaccine,Are there any fees tied to the COVID vaccine?,11
How much will I have to pay for the vaccine,Is the vaccine accomodating to those facing monetary issues?,11
How much will I have to pay for the vaccine,Will I need to budget for the vaccine?,11
How much will I have to pay for the vaccine,How many bucks for the COVID shot?,11
How much will I have to pay for the vaccine,Is the COVID vaccine attainable on a shoestring budget?,11
How much will I have to pay for the vaccine,What's my financial obligation towards getting vaccinated?,11
How much will I have to pay for the vaccine,Is my wallet going to suffer post vaccination?,11
How much will I have to pay for the vaccine,Am I going to face any pecuniary issues with the vaccine?,11
How much will I have to pay for the vaccine,"Considering my tight finances, how will I afford the COVID shot?",11
How much will I have to pay for the vaccine,Is there a price to pay for Covid-19 immunity?,11
How much will I have to pay for the vaccine,Would taking the vaccine require stretching my budget?,11
How much will I have to pay for the vaccine,Am I looking at any out of pocket costs for the vaccine?,11
How much will I have to pay for the vaccine,What kind of expenditure am I looking at for the vaccine?,11
How much will I have to pay for the vaccine,"Given my economic hardships, can I still afford the vaccine?",11
How much will I have to pay for the vaccine,Will the COVID vaccine cause a financial strain?,11
How much will I have to pay for the vaccine,What's the cost outlay for the vaccine?,11
How much will I have to pay for the vaccine,"Given my limited funds, can I still get vaccinated?",11
How much will I have to pay for the vaccine,What's the cost implication of the COVID vaccine for me?,11
How much will I have to pay for the vaccine,Is the COVID vaccine going to burn a hole in my pocket?,11
How much will I have to pay for the vaccine,Would obtaining the COVID vaccine mean financial distress?,11
How much will I have to pay for the vaccine,Can my thin wallet accommodate the cost of the COVID vaccine?,11
How much will I have to pay for the vaccine,Is vaccination a lavish affair?,11
How much will I have to pay for the vaccine,Is there a monetary hurdle to get over for the COVID vaccine?,11
How much will I have to pay for the vaccine,Any expenditure to be foresighted for the vaccine?,11
How much will I have to pay for the vaccine,Can I get immunized from Covid-19 without drying up my savings?,11
How much will I have to pay for the vaccine,Does my tight budget interfere with my vaccination prospects?,11
How much will I have to pay for the vaccine,Do I face any monetary impediment to get the Covid vaccine?,11
How much will I have to pay for the vaccine,Is there a fiscal constraint linked to the COVID vaccine?,11
How much will I have to pay for the vaccine,Are there any economic barriers for the COVID vaccine I should know of?,11
How much will I have to pay for the vaccine,Will money be a hurdle in my quest for immunity?,11
How much will I have to pay for the vaccine,What's the cost estimate for the vaccine?,11
How much will I have to pay for the vaccine,Is there a budget I need to set aside for the vaccine?,11
How much will I have to pay for the vaccine,Am I to bear any monetary encumbrance for the COVID vaccine?,11
How much will I have to pay for the vaccine,What is the fiscal burden for receiving the vaccine?,11
How much will I have to pay for the vaccine,"Knowing my weak financial position, can I still manage the vaccine?",11
How much will I have to pay for the vaccine,Would I have to worry about the cost of the vaccine amidst my financial stress?,11
How much will I have to pay for the vaccine,Is the COVID shot going to cost me an arm and a leg?,11
How much will I have to pay for the vaccine,Will the vaccine hurt my purse?,11
How much will I have to pay for the vaccine,How much capital do I need to allocate for the Covid-19 vaccine?,11
Do I qualify for the vaccine?,Am I eligible for the vaccine?,32
Do I qualify for the vaccine?,Can I get vaccinated now?,32
Do I qualify for the vaccine?,Is it my turn yet to get the COVID-19 vaccine?,32
Do I qualify for the vaccine?,Can I join the line for the vaccine yet?,32
Do I qualify for the vaccine?,Am I part of the current priority group for the COVID-19 vaccination?,32
Do I qualify for the vaccine?,Can I register for the vaccine now?,32
Do I qualify for the vaccine?,"Given my age and health status, am I eligible for the vaccine?",32
Do I qualify for the vaccine?,Am I in the current batch to receive the COVID-19 vaccine?,32
